-3.532346090651117265e-05,-5.052462802268564701e-05,-1.674902558326721191e+00,-1.274267793633043766e-03,-1.765650697052478790e-03,1.057621687650680542e-01,-1.039876151480711997e-04,1.115860322897788137e-05,1.149302482604980469e+00,-3.921473864465951920e-03,4.082742671016603708e-04,2.378817051649093628e-01,3.008502289958414622e-06,1.870143933047074825e-05,1.153329491615295410e+00,1.177407830255106091e-04,7.097483030520379543e-04,3.401190638542175293e-01
-6.665800465270876884e-04,-8.345053065568208694e-04,-1.658296823501586914e+00,-8.377927355468273163e-03,-9.655298665165901184e-03,1.151097714900970459e-01,-2.119281794875860214e-03,2.133723901351913810e-04,1.185800433158874512e+00,-2.629444003105163574e-02,2.584521658718585968e-03,2.523638308048248291e-01,5.257870725472457707e-05,4.021315835416316986e-04,1.210529327392578125e+00,4.800864844582974911e-04,5.023411940783262253e-03,4.158981442451477051e-01
-1.875110669061541557e-03,-2.158886287361383438e-03,-1.646994233131408691e+00,-1.545795053243637085e-02,-1.637245155870914459e-02,1.064085140824317932e-01,-5.840429104864597321e-03,5.762565997429192066e-04,1.211104154586791992e+00,-4.698038101196289062e-02,4.581381566822528839e-03,2.437298297882080078e-01,9.952540858648717403e-05,1.108832424506545067e-03,1.253053665161132812e+00,3.860802389681339264e-04,8.864817209541797638e-03,4.161114990711212158e-01
-3.763568354770541191e-03,-4.108931869268417358e-03,-1.636871576309204102e+00,-2.268415503203868866e-02,-2.301946468651294708e-02,9.832266718149185181e-02,-1.152138970792293549e-02,1.134634483605623245e-03,1.234943985939025879e+00,-6.777560710906982422e-02,6.728577427566051483e-03,2.379248887300491333e-01,1.229887275258079171e-04,2.172748325392603874e-03,1.294140934944152832e+00,5.956223321845754981e-05,1.261687744408845901e-02,4.132515490055084229e-01
-7.759887725114822388e-03,-8.106261491775512695e-03,-1.623468995094299316e+00,-3.264238312840461731e-02,-3.240733593702316284e-02,8.826559036970138550e-02,-2.339661493897438049e-02,2.340511418879032135e-03,1.268745064735412598e+00,-9.676945209503173828e-02,1.004194840788841248e-02,2.311180680990219116e-01,8.518616959918290377e-05,4.367254674434661865e-03,1.353335499763488770e+00,-6.080763414502143860e-04,1.779100671410560608e-02,4.076809585094451904e-01
-1.141706295311450958e-02,-1.173328980803489685e-02,-1.614806294441223145e+00,-3.894309327006340027e-02,-3.866094723343849182e-02,8.176457881927490234e-02,-3.423719853162765503e-02,3.485470777377486229e-03,1.292206525802612305e+00,-1.155402958393096924e-01,1.242064312100410461e-02,2.286976724863052368e-01,-3.250511099395225756e-06,6.355225574225187302e-03,1.394902706146240234e+00,-1.132244011387228966e-03,2.115494012832641602e-02,4.068632125854492188e-01
-1.745329797267913818e-02,-1.776287332177162170e-02,-1.603846192359924316e+00,-4.644133150577545166e-02,-4.674603044986724854e-02,7.407058030366897583e-02,-5.221107974648475647e-02,5.472289863973855972e-03,1.324208617210388184e+00,-1.389030367136001587e-01,1.576525904238224030e-02,2.246032804250717163e-01,-2.162546297768130898e-04,9.645787067711353302e-03,1.452163696289062500e+00,-1.894710352644324303e-03,2.545404247939586639e-02,4.039673805236816406e-01
-2.227701619267463684e-02,-2.265281975269317627e-02,-1.596770167350769043e+00,-5.089223757386207581e-02,-5.198970064520835876e-02,6.901882588863372803e-02,-6.669501960277557373e-02,7.148130331188440323e-03,1.346378684043884277e+00,-1.534714251756668091e-01,1.809580810368061066e-02,2.230945527553558350e-01,-4.304929170757532120e-04,1.230402663350105286e-02,1.492194890975952148e+00,-2.435995964333415031e-03,2.822281420230865479e-02,4.043351113796234131e-01
-2.983746305108070374e-02,-3.047824092209339142e-02,-1.587475538253784180e+00,-5.614716559648513794e-02,-5.888803675770759583e-02,6.310274451971054077e-02,-8.966799080371856689e-02,9.934969246387481689e-03,1.377662062644958496e+00,-1.719636172056198120e-01,2.143290638923645020e-02,2.200640738010406494e-01,-8.301945636048913002e-04,1.654617488384246826e-02,1.549192786216735840e+00,-3.244904568418860435e-03,3.189675137400627136e-02,4.028168916702270508e-01
-3.572804108262062073e-02,-3.671925887465476990e-02,-1.581229209899902344e+00,-5.925926566123962402e-02,-6.342761218547821045e-02,5.946348607540130615e-02,-1.078222021460533142e-01,1.224252302199602127e-02,1.400065660476684570e+00,-1.838178038597106934e-01,2.381784655153751373e-02,2.190233021974563599e-01,-1.192523166537284851e-03,1.992533169686794281e-02,1.590365886688232422e+00,-3.873372217640280724e-03,3.433601185679435730e-02,4.040237367153167725e-01
-4.433907195925712585e-02,-4.607370868325233459e-02,-1.573148012161254883e+00,-6.273336708545684814e-02,-6.915152072906494141e-02,5.529061704874038696e-02,-1.347985267639160156e-01,1.583338715136051178e-02,1.430848836898803711e+00,-1.985169053077697754e-01,2.711145393550395966e-02,2.171324044466018677e-01,-1.806571497581899166e-03,2.498949691653251648e-02,1.647409915924072266e+00,-4.858650732785463333e-03,3.744325786828994751e-02,4.038400650024414062e-01
-5.084425956010818481e-02,-5.332095175981521606e-02,-1.567611694335937500e+00,-6.475481390953063965e-02,-7.290425896644592285e-02,5.326654389500617981e-02,-1.555394083261489868e-01,1.871773041784763336e-02,1.453070521354675293e+00,-2.080403119325637817e-01,2.944389544427394867e-02,2.182652801275253296e-01,-2.341062296181917191e-03,2.891346998512744904e-02,1.688700318336486816e+00,-5.635309033095836639e-03,3.946397081017494202e-02,4.053452610969543457e-01
-6.014132127165794373e-02,-6.394121795892715454e-02,-1.560279369354248047e+00,-6.702994555234909058e-02,-7.765118777751922607e-02,5.066806823015213013e-02,-1.857348829507827759e-01,2.309426106512546539e-02,1.483961701393127441e+00,-2.200541645288467407e-01,3.262046724557876587e-02,2.189021706581115723e-01,-3.216895973309874535e-03,3.465675935149192810e-02,1.745955705642700195e+00,-6.801067385822534561e-03,4.194083064794540405e-02,4.056576788425445557e-01
-6.704981625080108643e-02,-7.202311605215072632e-02,-1.555179953575134277e+00,-6.839614361524581909e-02,-8.078190684318542480e-02,4.929311573505401611e-02,-2.085889577865600586e-01,2.653494104743003845e-02,1.506414771080017090e+00,-2.279839515686035156e-01,3.483857214450836182e-02,2.209701389074325562e-01,-3.954702056944370270e-03,3.901646286249160767e-02,1.787452459335327148e+00,-7.673295680433511734e-03,4.351703450083732605e-02,4.075842499732971191e-01
-7.681060582399368286e-02,-8.370065689086914062e-02,-1.548364996910095215e+00,-7.000204175710678101e-02,-8.479526638984680176e-02,4.731191694736480713e-02,-2.414665967226028442e-01,3.165982663631439209e-02,1.537733316421508789e+00,-2.382335960865020752e-01,3.784237802028656006e-02,2.222469449043273926e-01,-5.123494192957878113e-03,4.529292881488800049e-02,1.845073819160461426e+00,-8.903454989194869995e-03,4.547121003270149231e-02,4.086410999298095703e-01
-8.400267362594604492e-02,-9.248869121074676514e-02,-1.543588399887084961e+00,-7.099733501672744751e-02,-8.750293403863906860e-02,4.632438719272613525e-02,-2.661220431327819824e-01,3.562755882740020752e-02,1.560555219650268555e+00,-2.451597601175308228e-01,3.995756432414054871e-02,2.248418778181076050e-01,-6.075711920857429504e-03,4.999680817127227783e-02,1.886924266815185547e+00,-9.763726964592933655e-03,4.674635455012321472e-02,4.115075170993804932e-01
-9.410087019205093384e-02,-1.050824522972106934e-01,-1.537134885787963867e+00,-7.220858335494995117e-02,-9.110113233327865601e-02,4.510942846536636353e-02,-3.013407588005065918e-01,4.146736487746238708e-02,1.592469215393066406e+00,-2.543097734451293945e-01,4.287147894501686096e-02,2.267778217792510986e-01,-7.533834781497716904e-03,5.670528486371040344e-02,1.945173025131225586e+00,-1.091170683503150940e-02,4.838787391781806946e-02,4.135229885578155518e-01
-1.015064716339111328e-01,-1.145026534795761108e-01,-1.532553434371948242e+00,-7.298386096954345703e-02,-9.360196441411972046e-02,4.466499015688896179e-02,-3.276022672653198242e-01,4.594564065337181091e-02,1.615779757499694824e+00,-2.605930566787719727e-01,4.493964090943336487e-02,2.298720329999923706e-01,-8.687602356076240540e-03,6.169799342751502991e-02,1.987531542778015137e+00,-1.171050500124692917e-02,4.950258135795593262e-02,4.165883958339691162e-01
-1.118662282824516296e-01,-1.279412955045700073e-01,-1.526296734809875488e+00,-7.393880188465118408e-02,-9.699996560811996460e-02,4.392812401056289673e-02,-3.649445474147796631e-01,5.248333513736724854e-02,1.648445129394531250e+00,-2.690309584140777588e-01,4.778758808970451355e-02,2.323663383722305298e-01,-1.041610632091760635e-02,6.878396868705749512e-02,2.046525478363037109e+00,-1.280673034489154816e-02,5.099789425730705261e-02,4.190263748168945312e-01
-1.192162632942199707e-01,-1.376595944166183472e-01,-1.521952748298645020e+00,-7.453435659408569336e-02,-9.932762384414672852e-02,4.378719627857208252e-02,-3.918619453907012939e-01,5.731121078133583069e-02,1.671637058258056641e+00,-2.747411429882049561e-01,4.974633082747459412e-02,2.357918173074722290e-01,-1.172149647027254105e-02,7.388306409120559692e-02,2.088195085525512695e+00,-1.356740575283765793e-02,5.201207101345062256e-02,4.224050939083099365e-01
-1.297803670167922974e-01,-1.518975198268890381e-01,-1.515797734260559082e+00,-7.529037445783615112e-02,-1.026167273521423340e-01,4.336020722985267639e-02,-4.311688542366027832e-01,6.452205032110214233e-02,1.705172061920166016e+00,-2.827731966972351074e-01,5.253002792596817017e-02,2.387308031320571899e-01,-1.371157635003328323e-02,8.131787925958633423e-02,2.148029565811157227e+00,-1.466040965169668198e-02,5.344000086188316345e-02,4.251264929771423340e-01
-1.372578442096710205e-01,-1.621686965227127075e-01,-1.511504173278808594e+00,-7.575707137584686279e-02,-1.048807054758071899e-01,4.332958906888961792e-02,-4.594361782073974609e-01,6.981746852397918701e-02,1.729009628295898438e+00,-2.882812917232513428e-01,5.445060878992080688e-02,2.424617707729339600e-01,-1.520031038671731949e-02,8.665689826011657715e-02,2.190309762954711914e+00,-1.541573647409677505e-02,5.441875383257865906e-02,4.286400973796844482e-01
-1.479813605546951294e-01,-1.771840900182723999e-01,-1.505386233329772949e+00,-7.632733881473541260e-02,-1.080930456519126892e-01,4.325948655605316162e-02,-5.006380677223205566e-01,7.768834382295608521e-02,1.763517498970031738e+00,-2.961301505565643311e-01,5.718779936432838440e-02,2.458094954490661621e-01,-1.744969747960567474e-02,9.442832320928573608e-02,2.251046419143676758e+00,-1.648866571485996246e-02,5.580981820821762085e-02,4.316938221454620361e-01
-1.555549502372741699e-01,-1.879950761795043945e-01,-1.501055240631103516e+00,-7.666363567113876343e-02,-1.103117689490318298e-01,4.413478448987007141e-02,-5.302235484123229980e-01,8.344317972660064697e-02,1.788103580474853516e+00,-3.015650510787963867e-01,5.907267332077026367e-02,2.504455447196960449e-01,-1.911833509802818298e-02,1.000009551644325256e-01,2.294005155563354492e+00,-1.721785403788089752e-02,5.676916241645812988e-02,4.357533454895019531e-01
-1.663940846920013428e-01,-2.037732601165771484e-01,-1.494747519493103027e+00,-7.706687599420547485e-02,-1.134868785738945007e-01,4.494407027959823608e-02,-5.732955336570739746e-01,9.196195006370544434e-02,1.823807001113891602e+00,-3.093870878219604492e-01,6.175593659281730652e-02,2.546018064022064209e-01,-2.161690033972263336e-02,1.081025823950767517e-01,2.355798482894897461e+00,-1.821254193782806396e-02,5.814694985747337341e-02,4.394523501396179199e-01
-1.742678880691528320e-01,-2.154649198055267334e-01,-1.490093708038330078e+00,-7.731244713068008423e-02,-1.157646477222442627e-01,4.615358635783195496e-02,-6.051391363143920898e-01,9.835819154977798462e-02,1.850057125091552734e+00,-3.150104284286499023e-01,6.366214156150817871e-02,2.595738172531127930e-01,-2.350920252501964569e-02,1.140839904546737671e-01,2.400874376296997070e+00,-1.888555847108364105e-02,5.913730338215827942e-02,4.438777565956115723e-01
-1.854227185249328613e-01,-2.323693484067916870e-01,-1.483335852622985840e+00,-7.760289311408996582e-02,-1.190170571208000183e-01,4.725626483559608459e-02,-6.510807275772094727e-01,1.077195927500724792e-01,1.887866616249084473e+00,-3.230742812156677246e-01,6.635197997093200684e-02,2.640778720378875732e-01,-2.629375830292701721e-02,1.227018535137176514e-01,2.465182781219482422e+00,-1.977691613137722015e-02,6.055521592497825623e-02,4.479137659072875977e-01
-1.931139826774597168e-01,-2.442621588706970215e-01,-1.478586792945861816e+00,-7.776780426502227783e-02,-1.212477460503578186e-01,4.855591803789138794e-02,-6.833378076553344727e-01,1.143780723214149475e-01,1.914291262626647949e+00,-3.286006152629852295e-01,6.816247105598449707e-02,2.692815363407135010e-01,-2.827985212206840515e-02,1.287445574998855591e-01,2.509773969650268555e+00,-2.033793367445468903e-02,6.151802092790603638e-02,4.524719417095184326e-01
-2.043268233537673950e-01,-2.619601488113403320e-01,-1.471488714218139648e+00,-7.795115560293197632e-02,-1.245600581169128418e-01,4.960802569985389709e-02,-7.312466502189636230e-01,1.243825256824493408e-01,1.953507304191589355e+00,-3.368107378482818604e-01,7.077945023775100708e-02,2.738849222660064697e-01,-3.126253560185432434e-02,1.377035230398178101e-01,2.575326919555664062e+00,-2.107150480151176453e-02,6.290397793054580688e-02,4.566043913364410400e-01
-2.120483964681625366e-01,-2.744042873382568359e-01,-1.466514825820922852e+00,-7.802515476942062378e-02,-1.268393695354461670e-01,5.076519399881362915e-02,-7.648698687553405762e-01,1.314765214920043945e-01,1.980895757675170898e+00,-3.424718677997589111e-01,7.253255695104598999e-02,2.789576053619384766e-01,-3.337093070149421692e-02,1.439765691757202148e-01,2.620790004730224609e+00,-2.151227556169033051e-02,6.381803005933761597e-02,4.613811671733856201e-01
-2.230508923530578613e-01,-2.925216853618621826e-01,-1.459267735481262207e+00,-7.801320403814315796e-02,-1.301460415124893188e-01,5.168094113469123840e-02,-8.137426376342773438e-01,1.418793350458145142e-01,2.020650148391723633e+00,-3.507952392101287842e-01,7.501951605081558228e-02,2.835196554660797119e-01,-3.644309565424919128e-02,1.530640721321105957e-01,2.686242818832397461e+00,-2.204625681042671204e-02,6.506940722465515137e-02,4.656586945056915283e-01
-2.310046404600143433e-01,-3.059186041355133057e-01,-1.453934192657470703e+00,-7.792568206787109375e-02,-1.325427144765853882e-01,5.276807025074958801e-02,-8.498328924179077148e-01,1.496214419603347778e-01,2.049858093261718750e+00,-3.568900823593139648e-01,7.678947597742080688e-02,2.886429131031036377e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.419722378253936768e-01,-3.248451352119445801e-01,-1.445972204208374023e+00,-7.757157832384109497e-02,-1.359381228685379028e-01,5.887170881032943726e-02,-9.007288217544555664e-01,1.606187820434570312e-01,2.091453790664672852e+00,-3.647697269916534424e-01,7.917703688144683838e-02,2.987263798713684082e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.498622685670852661e-01,-3.388368487358093262e-01,-1.439893126487731934e+00,-7.709927111864089966e-02,-1.383981555700302124e-01,6.008224561810493469e-02,-9.381896853446960449e-01,1.687780171632766724e-01,2.122034788131713867e+00,-3.696675896644592285e-01,8.078368008136749268e-02,3.005315959453582764e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.609009146690368652e-01,-3.590092957019805908e-01,-1.431184649467468262e+00,-7.616502046585083008e-02,-1.417304277420043945e-01,6.062445789575576782e-02,-9.918811917304992676e-01,1.805612444877624512e-01,2.165424823760986328e+00,-3.759292364120483398e-01,8.282338827848434448e-02,3.016386330127716064e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.686302363872528076e-01,-3.735793232917785645e-01,-1.424967408180236816e+00,-7.536093890666961670e-02,-1.439323723316192627e-01,6.120580434799194336e-02,-1.030436038970947266e+00,1.890757977962493896e-01,2.196269035339355469e+00,-3.800208568572998047e-01,8.410593867301940918e-02,3.029898703098297119e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.791661918163299561e-01,-3.940771818161010742e-01,-1.416283488273620605e+00,-7.404812425374984741e-02,-1.467739790678024292e-01,6.177959218621253967e-02,-1.084405541419982910e+00,2.010491937398910522e-01,2.239107847213745117e+00,-3.854507207870483398e-01,8.569074422121047974e-02,3.042041659355163574e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.866666615009307861e-01,-4.091466069221496582e-01,-1.409939885139465332e+00,-7.299499213695526123e-02,-1.486842036247253418e-01,6.251996755599975586e-02,-1.123915076255798340e+00,2.098425626754760742e-01,2.270217180252075195e+00,-3.892270028591156006e-01,8.670891076326370239e-02,3.056039810180664062e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.968486547470092773e-01,-4.302895069122314453e-01,-1.401036500930786133e+00,-7.141041755676269531e-02,-1.511819362640380859e-01,6.347250193357467651e-02,-1.179161310195922852e+00,2.221590429544448853e-01,2.313425540924072266e+00,-3.943802416324615479e-01,8.795930445194244385e-02,3.068455755710601807e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.040727078914642334e-01,-4.457977116107940674e-01,-1.394497394561767578e+00,-7.022645324468612671e-02,-1.528856307268142700e-01,6.462783366441726685e-02,-1.219574928283691406e+00,2.311722189188003540e-01,2.344805955886840820e+00,-3.980352580547332764e-01,8.875236660242080688e-02,3.082972764968872070e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.138566911220550537e-01,-4.675160348415374756e-01,-1.385267019271850586e+00,-6.854677200317382812e-02,-1.551528871059417725e-01,6.591830402612686157e-02,-1.276055932044982910e+00,2.437559217214584351e-01,2.388393163681030273e+00,-4.030970931053161621e-01,8.971151709556579590e-02,3.095399737358093262e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.207871615886688232e-01,-4.834223389625549316e-01,-1.378457188606262207e+00,-6.733745336532592773e-02,-1.567262560129165649e-01,6.744886189699172974e-02,-1.317356944084167480e+00,2.529379427433013916e-01,2.420045852661132812e+00,-4.067209064960479736e-01,9.031309932470321655e-02,3.109363913536071777e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.303603231906890869e-01,-5.061490535736083984e-01,-1.368605613708496094e+00,-6.561872363090515137e-02,-1.589063555002212524e-01,6.892648339271545410e-02,-1.376297354698181152e+00,2.659976482391357422e-01,2.464949131011962891e+00,-4.118810594081878662e-01,9.104482084512710571e-02,3.122722804546356201e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.369919061660766602e-01,-5.224345326423645020e-01,-1.361474633216857910e+00,-6.439971923828125000e-02,-1.604122817516326904e-01,7.071652263402938843e-02,-1.418494462966918945e+00,2.753074169158935547e-01,2.496890068054199219e+00,-4.155105352401733398e-01,9.148538112640380859e-02,3.139258921146392822e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.463260829448699951e-01,-5.461750030517578125e-01,-1.350921988487243652e+00,-6.258495151996612549e-02,-1.625775694847106934e-01,7.234185189008712769e-02,-1.479966163635253906e+00,2.887968719005584717e-01,2.543181180953979492e+00,-4.208363592624664307e-01,9.202262014150619507e-02,3.153888881206512451e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.526456058025360107e-01,-5.628334283828735352e-01,-1.343441247940063477e+00,-6.131787225604057312e-02,-1.640561968088150024e-01,7.415338605642318726e-02,-1.523079752922058105e+00,2.981995344161987305e-01,2.575441360473632812e+00,-4.245305955410003662e-01,9.232920408248901367e-02,3.169915080070495605e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.611665368080139160e-01,-5.861108303070068359e-01,-1.332831859588623047e+00,-5.954251438379287720e-02,-1.661139130592346191e-01,7.584048062562942505e-02,-1.583306193351745605e+00,3.112424910068511963e-01,2.620270490646362305e+00,-4.297398328781127930e-01,9.265439957380294800e-02,3.184344172477722168e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.671752512454986572e-01,-6.031298637390136719e-01,-1.324988961219787598e+00,-5.826918780803680420e-02,-1.675893664360046387e-01,7.774636894464492798e-02,-1.627332210540771484e+00,3.207025825977325439e-01,2.652842521667480469e+00,-4.335165023803710938e-01,9.282370656728744507e-02,3.200454413890838623e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.752667307853698730e-01,-6.269053816795349121e-01,-1.313842654228210449e+00,-5.650196224451065063e-02,-1.696467846632003784e-01,7.978399842977523804e-02,-1.688833236694335938e+00,3.338031172752380371e-01,2.698107957839965820e+00,-4.388337731361389160e-01,9.298388659954071045e-02,3.215626776218414307e-01,-3.609802201390266418e-02,1.520452797412872314e-01,2.678932189941406250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
